CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster,PCA1,PCA2,Cluster_GMM
C14856,28.588826,1.0,151.92,0.0,151.92,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,111.631804,111.312954,0.666667,8,2,1.7953872140044798,-5.731085932572641,2
C14857,703.368382,1.0,64.0,0.0,64.0,0.0,0.5,0.0,0.416667,0.0,0,6,2550.0,179.083715,212.119486,0.0,12,2,0.547846438782071,-4.336930196159349,2
C14858,1512.218864,1.0,1002.93,825.89,177.04,0.0,1.0,0.833333,0.333333,0.0,0,23,4000.0,328.446221,344.205824,0.0,12,5,5.2944319413902114,0.8805302434208411,5
C14859,1608.052487,0.545455,0.0,0.0,0.0,2496.721337,0.0,0.0,0.0,0.25,3,0,5000.0,9933.62261,684.647727,0.166667,12,1,-8.319633883407796,0.7664046778017717,1
C14860,233.961592,1.0,248.44,13.0,235.44,0.0,0.5,0.083333,0.416667,0.0,0,6,1200.0,219.96077,174.71331,0.0,12,2,2.9785710551446947,-3.022667275507425,5
C14861,159.36681,0.636364,1277.5,0.0,1277.5,0.0,0.583333,0.0,0.5,0.0,0,7,2500.0,1315.820451,173.58488,0.4,12,2,3.723167004092362,-3.893556841976401,2
C14862,27.40855,1.0,290.6,290.6,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2000.0,315.279531,170.973738,0.083333,12,3,2.2038055138867714,-1.7719544982945035,3
C14863,1132.796058,1.0,519.79,519.79,0.0,0.0,0.583333,0.583333,0.0,0.0,0,8,1200.0,642.723631,436.088187,0.0,12,3,2.221115914387015,0.41967562298001226,3
C14864,101.874313,0.636364,70.0,70.0,0.0,365.228157,0.083333,0.083333,0.0,0.333333,6,1,2500.0,464.687342,178.912575,0.166667,12,0,-3.068695563155969,1.1673550880876462,0
C14865,862.753623,1.0,1282.38,0.0,1282.38,0.0,0.916667,0.0,0.833333,0.0,0,11,11500.0,930.179257,179.698273,0.0,12,2,3.673685351330241,-3.0922880273608504,2
C14866,3753.102666,1.0,0.0,0.0,0.0,702.912179,0.0,0.0,0.0,0.583333,7,0,11000.0,1029.476417,921.100658,0.0,12,1,-7.913428078764872,0.11306948933028771,1
C14867,996.223227,1.0,0.0,0.0,0.0,1398.39554,0.0,0.0,0.0,0.083333,1,0,8000.0,2369.167737,226.016919,0.0,12,1,-7.857920729689524,-0.3311635189572115,1
C14868,4035.138453,1.0,0.0,0.0,0.0,2399.437045,0.0,0.0,0.0,0.25,3,0,7000.0,1474.388466,927.057881,0.0,12,1,-8.47008450885886,0.7654532136113055,1
C14870,1845.210833,1.0,0.0,0.0,0.0,1960.264859,0.0,0.0,0.0,0.25,3,0,4500.0,331.387568,600.297574,0.0,12,1,-8.320279482162881,-0.12338282252994759,1
C14871,46.56216,1.0,261.16,0.0,261.16,0.0,1.0,0.0,1.0,0.0,0,16,4000.0,230.605229,179.077671,0.25,12,2,2.4469668005212224,-4.986017285143462,2
C14872,299.179091,0.454545,1147.23,1071.7,75.53,0.0,0.25,0.083333,0.25,0.0,0,6,4000.0,1460.796216,80.470536,0.181818,12,5,5.058672163295272,0.37368872007675513,5
C14873,2917.079199,1.0,0.0,0.0,0.0,844.083928,0.0,0.0,0.0,0.416667,13,0,3000.0,1360.117166,1562.665426,0.0,12,1,-8.096095713109,0.23035905409198243,1
C14874,3062.16821,0.9,2253.98,920.54,1333.44,4161.09715,0.9,0.8,0.8,0.8,30,68,9000.0,1132.237548,960.131857,0.0,10,4,1.985854743265432,7.27555638975654,4
C14876,320.33625,1.0,0.0,0.0,0.0,1258.982051,0.0,0.0,0.0,0.583333,14,0,6500.0,1746.672526,194.539211,0.083333,12,1,-7.9628431062390606,-0.6427357945303722,1
C14877,24.176932,1.0,189.85,189.85,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,3000.0,184.60455,100.687061,0.0,12,3,1.5906218895087596,-2.44542356749057,3
C14878,5496.421462,1.0,0.0,0.0,0.0,2338.977761,0.0,0.0,0.0,0.083333,2,0,6000.0,1292.534876,1605.355165,0.0,12,1,-8.482857930175673,0.874624919447454,1
C14879,0.074724,0.181818,0.0,0.0,0.0,370.73048,0.0,0.0,0.0,0.083333,1,0,1000.0,1628.657052,11.51534,1.0,12,1,-6.349243531469805,-4.635537837376884,1
C14880,6063.976197,1.0,3987.01,3531.24,455.77,2791.263609,0.833333,0.416667,0.75,0.416667,13,25,7500.0,1423.187576,1583.370963,0.0,12,4,2.3239602463835647,8.140405034909543,4
C14881,2669.587009,1.0,0.0,0.0,0.0,967.482287,0.0,0.0,0.0,0.083333,1,0,6500.0,666.186973,655.620366,0.0,12,1,-7.865548927447842,-0.275042626397207,1
C14882,86.206262,1.0,626.28,210.7,415.58,0.0,0.833333,0.416667,0.666667,0.0,0,22,3000.0,729.334233,164.106431,0.0,12,5,5.237190075811515,-1.1713294862229517,5
C14884,958.26975,1.0,0.0,0.0,0.0,171.920223,0.0,0.0,0.0,0.416667,8,0,1000.0,327.333462,308.017569,0.0,12,1,-7.072862441925292,-1.8873817894203508,1
C14885,10929.05958,1.0,675.89,500.39,175.5,1521.869211,0.916667,0.25,0.666667,0.333333,12,12,12000.0,2639.956641,3049.937917,0.0,12,4,0.30578817201446107,6.729552119753146,4
C14886,11581.9335,1.0,0.0,0.0,0.0,9236.092963,0.0,0.0,0.0,0.5,23,0,13000.0,2132.826323,4814.853217,0.0,12,1,-9.587804529500689,2.6560973108358983,1
C14887,207.209597,1.0,13.66,0.0,13.66,0.0,0.090909,0.0,0.090909,0.0,0,1,7000.0,1703.339459,208.367436,0.0,11,2,-0.998885438079447,-4.657411005595591,2
C14888,3139.267322,1.0,5393.36,2094.44,3298.92,0.0,1.0,0.583333,1.0,0.0,0,86,3000.0,4173.119357,5573.463031,0.0,12,5,8.02794659899023,3.184342433596898,5
C14889,2689.895528,1.0,0.0,0.0,0.0,270.201463,0.0,0.0,0.0,0.083333,1,0,2900.0,639.484442,640.261805,0.0,12,1,-7.208710207199155,-1.0808219041080847,1
C14890,1406.627442,1.0,2315.86,1339.26,976.6,0.0,0.916667,0.416667,0.833333,0.0,0,27,4000.0,3176.971719,462.419982,0.0,12,5,6.794675420583999,1.865856090410869,5
C14892,1594.485356,1.0,2650.91,2123.9,527.01,0.0,1.0,0.25,1.0,0.0,0,33,7000.0,1416.618009,427.14706,0.0,12,5,6.791603257281146,2.09407256648727,5
C14894,3755.184007,1.0,3211.86,1420.58,1791.28,0.0,1.0,0.75,0.833333,0.0,0,22,11000.0,3198.261943,960.856638,0.0,12,5,7.102570316221685,2.5649313866025896,5
C14895,38.795708,0.636364,229.48,229.48,0.0,0.0,0.25,0.25,0.0,0.0,0,3,3050.0,392.882251,132.864883,0.0,12,3,1.6722432307470045,-1.9149680697964797,3
C14896,37.911473,0.818182,254.0,84.0,170.0,0.0,0.666667,0.166667,0.5,0.0,0,12,3000.0,248.076679,185.502626,0.5,12,2,3.909000973625096,-2.5140914148798057,5
C14897,1723.804529,1.0,3145.79,997.29,2148.5,0.0,1.0,0.333333,1.0,0.0,0,26,6000.0,995.065501,387.473541,0.0,12,5,7.144135223017576,1.5668674861074479,5
C14898,165.290723,0.818182,971.2,971.2,0.0,446.94537,0.166667,0.166667,0.0,0.083333,1,3,1000.0,1922.505496,124.779308,0.666667,12,0,-0.43338068166497745,3.6370368778634834,0
C14899,683.391465,0.636364,0.0,0.0,0.0,1786.070392,0.0,0.0,0.0,0.083333,4,0,3000.0,346.494649,159.136566,0.0,12,1,-8.135222474362797,-0.7973979899577532,1
C14900,10.358325,0.454545,98.83,98.83,0.0,0.0,0.454545,0.454545,0.0,0.0,0,5,7000.0,116.299635,145.320085,0.666667,11,3,1.115038732839663,-3.2488128779422576,3
C14901,1063.614099,1.0,0.0,0.0,0.0,196.616463,0.0,0.0,0.0,0.083333,1,0,1200.0,206.505212,316.230814,0.0,12,1,-6.965529210621893,-2.095118642451048,1
C14902,98.290292,0.545455,4440.8,4440.8,0.0,0.0,0.583333,0.583333,0.0,0.0,0,19,1500.0,7150.995346,119.097785,0.75,12,3,4.78495698949548,1.5874454146313433,3
C14903,1540.879308,0.909091,0.0,0.0,0.0,154.550357,0.0,0.0,0.0,0.090909,1,0,4000.0,720.558343,334.635642,0.0,11,1,-6.815542551841455,-1.6725779545723132,1
C14904,3083.636304,1.0,250.0,0.0,250.0,0.0,0.5,0.0,0.416667,0.0,0,6,10000.0,4669.193554,893.368255,0.083333,12,2,1.7790660709266355,-2.3438490470796083,2
C14905,1098.457059,1.0,0.0,0.0,0.0,18.510103,0.0,0.0,0.0,0.083333,1,0,1200.0,224.204359,551.721679,0.0,12,1,-5.770250853859723,-3.2822318214046877,1
C14906,4836.914446,1.0,305.6,305.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,16500.0,2547.923816,1602.370029,0.0,12,3,1.337996995658731,1.2360056549651155,3
C14907,131.069154,1.0,1315.39,313.08,1002.31,0.0,1.0,1.0,1.0,0.0,0,50,3500.0,1123.656185,182.23728,1.0,12,5,6.358832914512691,-0.4105905906048868,5
C14908,49.564532,1.0,433.5,273.94,159.56,0.0,0.909091,0.181818,0.909091,0.0,0,13,9000.0,465.466079,148.914581,0.272727,11,5,4.674522379275217,-1.382752583327223,5
C14909,1967.70274,1.0,744.9,669.9,75.0,956.424536,0.5,0.416667,0.083333,0.25,7,10,4000.0,449.758817,647.309788,0.0,12,4,0.5150931947914454,5.120436781140805,4
C14910,1669.128355,1.0,0.0,0.0,0.0,335.056814,0.0,0.0,0.0,0.166667,2,0,1800.0,528.612762,607.334479,0.0,12,1,-7.340056547487411,-1.1849913362907731,1
C14911,56.116326,0.181818,368.47,368.47,0.0,66.320495,0.083333,0.083333,0.0,0.083333,2,5,2500.0,174.470592,167.4688,1.0,12,3,-0.2503404411792465,1.0224036887165209,0
C14912,227.184126,0.272727,50.0,50.0,0.0,947.140065,0.083333,0.083333,0.0,0.166667,2,1,5500.0,2074.177677,162.04957,0.0,12,0,-3.7748999533206233,2.026986802176163,0
C14913,1417.157652,1.0,562.5,0.0,562.5,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,987.794574,861.298259,0.0,12,2,2.521544532098968,-3.047425546374848,2
C14914,1406.483149,1.0,0.0,0.0,0.0,363.680545,0.0,0.0,0.0,0.125,1,0,1500.0,214.423727,362.96484,0.0,8,1,-7.321479412874403,-1.5826743781401689,1
C14915,0.0,0.0,581.0,0.0,581.0,0.0,0.583333,0.0,0.583333,0.0,0,7,1000.0,692.523718,864.2065423050828,0.0,12,2,3.357775179461819,-6.091264956365035,2
C14916,1124.582725,1.0,0.0,0.0,0.0,219.933843,0.0,0.0,0.0,0.333333,4,0,1200.0,446.251464,228.206218,0.0,12,1,-7.1116548216132065,-1.7381688191542057,1
C14917,110.409387,0.727273,992.88,992.88,0.0,0.0,0.416667,0.416667,0.0,0.0,0,12,4500.0,791.103098,148.537836,0.0,12,3,3.2168851362121016,0.02025999291655367,3
C14918,4929.758948,1.0,4939.1,4939.1,0.0,2365.84349,0.666667,0.666667,0.0,0.25,7,309,6000.0,3952.187547,5234.368383,0.0,12,0,0.5506887581056192,8.893891302573946,0
C14919,687.378139,1.0,74.42,0.0,74.42,0.0,0.25,0.0,0.25,0.0,0,3,700.0,353.250281,492.588377,0.0,12,2,0.5090510664784702,-4.197036171551093,2
C14920,7.167028,0.363636,99.0,99.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,6000.0,196.556706,85.643203,0.0,12,3,1.1364771253939532,-3.3780364951294226,3
C14921,49.433937,1.0,387.0,0.0,387.0,0.0,1.0,0.0,0.888889,0.0,0,9,3000.0,335.472854,122.280528,1.0,9,2,2.7290488282763663,-4.944188423487719,2
C14922,1427.949491,1.0,0.0,0.0,0.0,617.736537,0.0,0.0,0.0,0.166667,2,0,1800.0,2163.873958,329.166007,0.083333,12,1,-7.566425724504305,-0.6802472257624501,1
C14923,17.141376,0.818182,182.1,33.6,148.5,113.918826,0.25,0.083333,0.083333,0.083333,1,4,6000.0,255.074373,93.628909,0.2,12,2,0.5982158957306041,-0.7595789179134975,4
C14924,2285.655394,0.9,3648.73,2517.43,1131.3,2034.664095,0.9,0.9,0.6,0.5,7,46,7000.0,586.67656,558.834333,0.0,10,4,3.054041118495652,6.931055040970543,4
C14925,341.149186,1.0,48.78,48.78,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,500.0,256.731955,259.3518,0.0,12,3,-0.20850523963558532,-2.502314826348279,3
C14926,91.705554,1.0,1468.1,1468.1,0.0,0.0,0.833333,0.833333,0.0,0.0,0,27,3000.0,1502.962138,110.071016,0.5,12,3,3.8265829567301246,0.4054867294379587,3
C14927,2032.338405,0.909091,158.24,0.0,158.24,2508.932178,0.666667,0.0,0.583333,0.25,5,8,2500.0,625.314406,632.198197,0.0,12,4,-3.008342358401267,1.4868194207615701,4
C14928,4.12565,0.363636,25.69,25.69,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,163.352538,128.336305,0.0,12,3,-0.28745397728927324,-4.734300929431461,3
C14929,709.473364,1.0,548.85,385.29,163.56,153.665694,0.666667,0.333333,0.5,0.083333,1,13,1200.0,381.15677,213.8837,0.0,12,4,1.8361162642730244,2.739953034289094,4
C14930,8048.03442,1.0,0.0,0.0,0.0,6163.107978,0.0,0.0,0.0,0.333333,10,0,12000.0,2165.252987,2164.447843,0.0,12,1,-9.19290645572145,2.018327309456758,1
C14931,2755.306896,0.909091,2754.49,1974.0,780.49,3193.924548,0.75,0.416667,0.583333,0.333333,9,43,13000.0,4843.691023,774.60303,0.0,12,4,2.4028803737440745,7.678674404027751,4
C14932,348.646985,0.818182,230.0,230.0,0.0,1099.152158,0.166667,0.166667,0.0,0.083333,1,2,1200.0,443.364076,271.562248,0.0,12,0,-2.4635687999218585,3.0747831247309083,0
C14933,472.663708,0.545455,310.44,0.0,310.44,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,2493.243567,222.654608,0.142857,12,2,2.17562492964516,-3.5407320471319883,2
C14934,387.585128,0.333333,0.0,0.0,0.0,2494.497971,0.0,0.0,0.0,0.333333,21,0,3000.0,0.0,864.2065423050828,0.0,6,1,-8.739271351714248,-1.6772272607171939,1
C14935,120.658015,1.0,349.12,349.12,0.0,0.0,0.25,0.25,0.0,0.0,0,4,2700.0,383.414493,163.463142,0.0,12,3,1.979546728539968,-1.08107591911196,3
C14936,105.385636,1.0,1536.31,344.91,1191.4,0.0,0.666667,0.166667,0.416667,0.0,0,8,3000.0,1639.344093,161.467632,0.625,12,5,6.151748443600649,-0.5453830643921211,5
C14937,2843.942194,1.0,0.0,0.0,0.0,266.975744,0.0,0.0,0.0,0.583333,10,0,3000.0,869.193769,910.703762,0.0,12,1,-7.445346204034011,-0.6579786301455322,1
C14938,28.315171,0.5,225.02,111.7,113.32,0.0,0.375,0.125,0.125,0.0,0,3,10000.0,315.246249,118.313994,1.0,8,5,3.563945713654137,-2.5194487706446385,5
C14939,949.530268,1.0,45.65,45.65,0.0,47.786053,0.083333,0.083333,0.0,0.083333,1,1,1000.0,303.450157,456.016895,0.0,12,0,-2.529949843810474,0.36757391313174637,0
C14940,34.706824,0.181818,242.9,242.9,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1500.0,85.290895,174.958496,0.0,12,3,1.579308088516549,-2.3240066774811705,3
C14941,3596.749572,1.0,0.0,0.0,0.0,1172.638871,0.0,0.0,0.0,0.166667,3,0,6000.0,1499.401344,765.099049,0.0,12,1,-8.071476984609344,0.2698754144190314,1
C14942,49.920897,1.0,400.19,400.19,0.0,0.0,1.0,1.0,0.0,0.0,0,14,8500.0,363.703322,177.221407,0.727273,12,3,2.505993403493118,-1.096749760374859,3
C14943,120.945829,0.7,33.38,0.0,33.38,0.0,0.2,0.0,0.1,0.0,0,2,1000.0,514.002301,148.330512,0.0,10,2,-0.07356813752656555,-5.17280767980937,2
C14944,1118.479084,1.0,325.95,203.96,121.99,0.0,0.666667,0.333333,0.25,0.0,0,9,2400.0,290.888289,369.130795,0.0,12,5,3.7854157330910976,-0.46036191508869173,5
C14945,216.184011,0.454545,0.0,0.0,0.0,948.380744,0.0,0.0,0.0,0.166667,2,0,1200.0,243.64342,173.667325,0.0,12,1,-7.650181476375756,-1.8536089589861007,1
C14946,3997.572659,1.0,0.0,0.0,0.0,3516.5482,0.0,0.0,0.0,0.272727,6,0,4500.0,1456.274689,1310.022633,0.0,11,1,-8.770893403581344,1.07908486821497,1
C14947,1906.703614,1.0,780.0,0.0,780.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1338.303471,598.649198,0.0,12,2,3.0594089810797955,-2.7070127078230257,2
C14948,1747.359784,1.0,0.0,0.0,0.0,413.38083,0.0,0.0,0.0,0.333333,8,0,1800.0,700.732344,755.249544,0.0,12,1,-7.60336388591041,-0.7721425021063464,1
C14949,2363.615492,1.0,1441.32,374.64,1066.68,0.0,0.833333,0.083333,0.833333,0.0,0,11,6000.0,1055.392983,988.408977,0.0,12,5,5.760635143504059,1.0448618676374082,5
C14950,1247.196735,1.0,243.0,243.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,9,1200.0,529.091477,919.446681,0.0,12,3,1.4847900594471728,-0.06990235678100021,3
C14951,336.640397,1.0,589.59,165.0,424.59,0.0,0.833333,0.083333,0.75,0.0,0,17,5000.0,839.728514,184.635553,0.0,12,5,4.927298773649619,-0.7104623138780042,5
C14952,135.493002,1.0,0.0,0.0,0.0,499.794103,0.0,0.0,0.0,0.25,4,0,1200.0,1844.110066,185.379277,0.166667,12,1,-7.264063129573021,-1.8430645313754948,1
C14953,957.980588,1.0,424.76,0.0,424.76,0.0,0.333333,0.0,0.333333,0.0,0,4,5000.0,504.56116,337.959338,0.0,12,2,2.2867625029512837,-3.4804650369943912,2
C14954,965.236679,1.0,2786.08,763.82,2022.26,0.0,0.75,0.333333,0.666667,0.0,0,33,4500.0,1399.589495,244.198717,0.0,12,5,7.0800342929347035,1.1490113614417456,5
C14955,260.409355,1.0,545.34,257.34,288.0,0.0,0.416667,0.166667,0.166667,0.0,0,9,1500.0,384.809868,189.1629,0.0,12,5,4.69949410280797,-0.9117143853485548,5
C14956,2772.790822,1.0,337.98,0.0,337.98,198.185224,1.0,0.0,1.0,0.416667,7,45,3000.0,1043.396353,1046.955311,0.0,12,4,-0.6105782823004566,0.7646846862175476,4
C14957,1305.266304,0.833333,1078.89,844.99,233.9,2081.15215,0.833333,0.833333,0.666667,0.666667,4,20,5000.0,164.080259,191.069553,0.0,6,4,1.2027167260671234,5.1811562763934536,4
C14958,1153.335938,1.0,886.56,0.0,886.56,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,724.171914,2256.223464,0.0,12,2,3.1283712126935113,-2.908595884510106,2
C14959,633.388444,1.0,830.45,830.45,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,6000.0,497.263402,239.606651,0.0,12,3,2.7532783584528664,0.5475193495157775,3
C14960,5830.700298,1.0,4079.01,507.0,3572.01,0.0,1.0,0.333333,1.0,0.0,0,72,11500.0,2038.201869,1375.326986,0.0,12,5,7.326161388870329,2.2528946737357174,5
C14961,4931.40051,1.0,540.0,540.0,0.0,527.008867,0.083333,0.083333,0.0,0.25,6,2,11500.0,1174.80652,1147.961544,0.0,12,0,-1.736967486242261,5.290179051229062,0
C14962,344.532447,1.0,3603.0,1990.05,1612.95,0.0,1.0,1.0,1.0,0.0,0,44,6000.0,2912.826118,186.295633,1.0,12,5,7.734196509211797,1.531845656294264,5
C14963,743.52397,1.0,962.78,278.48,684.3,360.154972,1.0,0.25,1.0,0.083333,1,30,1000.0,402.895757,794.825011,0.0,12,4,2.3268277041433025,3.441461699458717,4
C14964,1161.901683,1.0,10903.22,7841.79,3061.43,0.0,1.0,1.0,1.0,0.0,0,136,12000.0,10799.00074,235.88019,1.0,12,5,9.31965878138801,3.5755529226220926,5
C14965,10.451064,0.333333,405.93,405.93,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,6500.0,831.748202,165.599724,0.0,9,3,2.1797847108199395,-1.7620970038909238,3
C14966,256.028048,1.0,627.42,0.0,627.42,0.0,0.833333,0.0,0.833333,0.0,0,16,2500.0,288.225797,174.799517,0.083333,12,2,3.1164577871724193,-4.114548672608235,2
C14967,1109.172807,0.909091,190.0,190.0,0.0,1496.441591,0.083333,0.083333,0.0,0.166667,5,1,1500.0,795.189855,331.294133,0.0,12,0,-3.1513299244459994,3.88434230345157,0
C14968,15.307062,1.0,71.52,0.0,71.52,0.0,1.0,0.0,0.833333,0.0,0,6,1500.0,55.180487,69.3025,0.25,6,2,1.071961828704545,-6.349445457007729,2
C14969,1056.954525,1.0,0.0,0.0,0.0,744.221343,0.0,0.0,0.0,0.333333,11,0,2500.0,498.592426,250.571856,0.0,12,1,-7.850055135267199,-0.8291703740641925,1
C14970,4797.567431,1.0,0.0,0.0,0.0,4824.425698,0.0,0.0,0.0,0.333333,10,0,5000.0,5965.070573,2108.574767,0.083333,12,1,-8.988962786358107,1.8166258838441696,1
C14971,42.363094,0.571429,0.0,0.0,0.0,260.723304,0.0,0.0,0.0,0.285714,2,0,1200.0,440.939379,39.551362,0.0,7,1,-6.713037989014243,-3.3409269417173606,1
C14972,608.422266,0.636364,0.0,0.0,0.0,2338.86519,0.0,0.0,0.0,0.166667,2,0,4000.0,600.277524,369.688294,0.0,12,1,-8.217866826157074,-0.4780277884387676,1
C14973,7.950803,0.636364,92.2,0.0,92.2,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,152.592178,125.684033,0.166667,12,2,1.412746186949156,-6.136546801265778,2
C14974,927.983543,1.0,1321.52,1321.52,0.0,0.0,0.25,0.25,0.0,0.0,0,15,4500.0,527.949934,264.030133,0.0,12,3,3.257970809367378,1.1322706946747445,3
C14975,821.933113,1.0,987.26,872.64,114.62,0.0,0.916667,0.833333,0.416667,0.0,0,29,6500.0,1605.098906,212.082883,0.0,12,5,5.317829540797067,1.0214674421469194,5
C14976,46.773238,0.545455,2166.56,0.0,2166.56,0.0,0.666667,0.0,0.583333,0.0,0,16,3000.0,1969.308069,100.53897,0.4,12,2,4.587756198623756,-4.181984136552333,2
C14977,42.755706,0.545455,350.94,284.29,66.65,0.0,0.25,0.25,0.25,0.0,0,9,5000.0,1191.823088,195.006921,0.4,12,5,4.104631792156509,-1.2839249491183917,5
C14978,95.731707,1.0,632.3,200.0,432.3,0.0,0.916667,0.083333,0.916667,0.0,0,12,2000.0,606.576346,173.221204,0.5,12,5,5.0854821913784445,-1.3002863860950669,5
C14979,889.767658,1.0,2997.02,1823.02,1174.0,0.0,0.916667,0.416667,0.916667,0.0,0,22,7000.0,2199.48968,244.279734,0.0,12,5,7.164993588273461,1.755442766915161,5
C14980,1456.399956,0.909091,0.0,0.0,0.0,4116.968065,0.0,0.0,0.0,0.727273,34,0,2500.0,2793.487295,545.874795,0.0,11,1,-8.91164190666171,0.9666723556864838,1
C14981,72.372971,0.363636,456.7,456.7,0.0,0.0,0.25,0.25,0.0,0.0,0,4,1200.0,312.287787,163.340754,0.0,12,3,2.25547750123872,-1.1995576686992244,3
C14982,405.052353,1.0,515.14,69.0,446.14,0.0,0.583333,0.083333,0.416667,0.0,0,11,4500.0,281.491353,280.482025,0.0,12,5,4.354066529406454,-1.4016488163935161,5
C14983,855.811816,1.0,1960.18,306.18,1654.0,271.838738,1.0,0.083333,0.916667,0.083333,1,42,3000.0,2043.814652,324.863481,0.1,12,4,3.4599319629609546,3.893476784567138,4
C14984,1074.258487,1.0,11.35,0.0,11.35,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,421.348577,206.637191,0.0,12,2,-1.415583215123574,-4.51205857594079,2
C14985,3024.642476,1.0,0.0,0.0,0.0,2381.716886,0.0,0.0,0.0,0.083333,2,0,8000.0,578.458133,1031.5915,0.0,12,1,-8.431066733202503,0.4104775317706153,1
C14986,597.410794,0.909091,344.75,289.3,55.45,1347.900815,0.25,0.25,0.166667,0.416667,9,7,2500.0,2026.647785,172.765035,0.0,12,4,-0.4135071953710825,4.261028926360785,4
C14987,43.20377,1.0,308.22,0.0,308.22,0.0,0.916667,0.0,0.916667,0.0,0,11,2000.0,331.111373,162.258275,0.5,12,2,2.537619947959586,-5.016435330083156,2
C14988,79.517489,0.818182,335.38,270.0,65.38,0.0,0.25,0.083333,0.083333,0.0,0,3,3000.0,413.920617,122.063597,0.111111,12,5,3.74077422201979,-1.5334458553822525,5
C14989,35.16925,0.636364,272.34,0.0,272.34,0.0,0.416667,0.0,0.416667,0.0,0,8,1500.0,386.322209,104.5487,0.272727,12,2,2.365711258775799,-5.217732234985287,2
C14990,5177.774511,1.0,1562.74,979.99,582.75,1443.200669,0.666667,0.166667,0.5,0.166667,4,9,9000.0,3770.423728,1262.016427,0.0,12,4,1.7539798645071345,6.680621249991075,4
C14991,80.298186,0.727273,1090.0,0.0,1090.0,0.0,0.5,0.0,0.416667,0.0,0,6,4500.0,1015.891727,166.102478,0.666667,12,2,3.6094123130524087,-4.229700426175202,2
C14992,1202.204204,1.0,435.04,435.04,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,686.958695,847.988773,0.0,12,3,2.1013317699794793,0.46224580168575713,3
C14993,31.161679,0.545455,300.0,0.0,300.0,0.0,0.5,0.0,0.5,0.0,0,6,11500.0,619.179957,162.175915,1.0,12,2,2.4556141636895514,-4.90801806985827,2
C14994,176.162762,0.909091,1814.64,1614.64,200.0,0.0,0.583333,0.583333,0.083333,0.0,0,25,4000.0,1847.959268,81.667964,0.333333,12,5,6.275639150813555,0.6881743702029066,5
C14995,703.407676,1.0,637.84,0.0,637.84,0.0,0.636364,0.0,0.545455,0.0,0,7,4500.0,888.272466,210.538977,0.0,11,2,2.879509356766153,-3.4318771082078436,2
C14996,445.921101,1.0,1580.56,701.61,878.95,2703.408056,1.0,0.666667,1.0,0.5,14,61,2500.0,3992.8893,185.418931,1.0,12,4,2.1235492493682075,5.780988169172721,4
C14997,3083.784255,1.0,0.0,0.0,0.0,737.652849,0.0,0.0,0.0,0.166667,2,0,5500.0,1033.581612,746.430888,0.0,12,1,-7.786310312721809,-0.19766704968362703,1
C14998,31.111548,1.0,110.0,110.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,8000.0,228.192095,73.146612,0.0,12,3,0.8808460616405078,-2.795813469328195,3
C15000,503.732786,1.0,1730.3,1401.15,329.15,0.0,0.916667,0.583333,0.333333,0.0,0,21,2500.0,2293.371099,179.553478,0.083333,12,5,6.242582778788501,1.134538874192513,5
C15001,176.837859,1.0,108.39,0.0,108.39,0.0,0.416667,0.0,0.416667,0.0,0,6,1500.0,56.561603,174.299229,0.0,12,2,1.1555717614539773,-5.133854403590284,2
C15002,94.537529,1.0,1399.55,1399.55,0.0,0.0,0.916667,0.916667,0.0,0.0,0,12,7500.0,471.663042,209.623931,0.3,12,3,3.5459798540336296,0.2300066652934163,3
C15003,661.940291,1.0,755.14,482.9,272.24,0.0,0.916667,0.75,0.75,0.0,0,29,6500.0,2284.482833,247.277952,0.333333,12,5,5.367777493564416,0.6149431739458038,5
C15004,8.799432,0.454545,1591.48,218.8,1372.68,0.0,0.833333,0.25,0.666667,0.0,0,23,2000.0,1496.045221,72.016021,0.2,12,5,6.569721538339426,-1.8648057546102255,5
